N Atoms,Best Fitness,Solution
60,-304.0135327,-0.58502,-0.89287,1.5148,-0.7287,-1.5245,-1.2216,-1.9708,-0.34687,0.24353,0.42805,-1.8274,0.31695,-0.16688,-0.93984,0.51051,-1.2382,-1.118,0.61741,-0.47886,-1.8769,0.96957,-0.016707,-2.5963,-0.33772,-0.61858,-1.697,-0.12366,-0.67649,0.10344,2.0307,0.44188,-1.3306,1.3271,-1.3651,-0.93919,-0.49577,1.3548,-1.2799,0.65152,1.1486,-0.98986,-1.147,0.72233,-0.89099,-0.14726,0.10861,-0.86076,-1.585,0.30041,-1.6473,-0.80265,1.318,-1.7781,-0.35881,-0.29054,-0.76588,-0.57392,1.3621,-0.77012,1.6535,-1.3354,-0.12455,1.1468,-2.4515,0.5599,-0.2063,-1.9916,1.5685,-0.092202,-1.15,1.7799,-1.3998,-1.9989,1.0792,-1.0899,-1.065,1.1644,-0.51566,-1.5316,0.16154,-0.65711,-1.517,0.66999,0.37182,-1.0792,0.67364,-1.5447,-0.17803,1.2432,-1.2134,-0.16302,1.7477,-0.20392,1.0084,1.4302,1.3402,-0.45822,0.30655,-0.73088,0.87938,1.6211,0.23677,0.43477,0.85534,-0.39682,1.5041,1.0377,-0.5064,0.56678,0.67913,0.68828,1.1937,0.33268,1.5086,1.1722,0.11103,-0.038596,1.6375,0.8584,0.60483,0.73886,-0.40068,0.84152,0.13841,-0.044068,0.057606,-1.0473,1.6847,0.47877,-0.44023,0.80291,0.27197,-0.87157,0.90349,1.2659,-0.26234,0.028027,1.0275,0.16638,0.7732,1.6974,-0.021639,1.5719,0.91488,0.53821,-0.11816,-0.91234,2.2438,0.27057,-0.1376,1.8156,-0.25069,0.76316,1.7977,-0.75819,-0.25062,1.6087,0.040452,-1.0352,-0.067749,0.24575,-1.7448,0.95177,-0.19325,-1.9167,-0.89743,-0.19419,0.14995,-0.91683,-0.42508,-1.3984,0.34446,-0.3349,1.856,0.74248,1.7869,-0.86799,0.85201,0.80366,-1.4021
